dCalendário[Ano];d_IES[UF];d_IES[Organização Acadêmica];dimUnidade[Instituicao];d_IES[Instituição (Nome)];dimCurso[nomeCurso];dimCurso[tipoCurso];dimCurso[tipoEixoTecnologico];dimCurso[SubeixoTecnologico];Número de cursos;Número de concluintes;Número de ingressantes;Número de inscritos;Número de Matrículas;Número de vagas;Matrícula Equivalente Apresentada Geral
2017;AL;Universidades Federais;UFAL - ETA;Universidade Federal de Alagoas;Técnico em Produção de Moda;Técnico;Produção Cultural e Design;Design;1;3;20;30;53;30;68,9
2017;AL;Universidades Federais;UFAL - ETA;Universidade Federal de Alagoas;Técnico em Teatro;Técnico;Produção Cultural e Design;Arte e Cultura;1;38;28;40;96;45;115,19999999999999
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Agroecologia;Tecnologia;Recursos Naturais;Agrícola;1;;38;139;131;2640;157,2
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Alimentos;Tecnologia;Produção Alimentícia;Alimentos;2;29;42;222;175;81;210
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Análise e Desenvolvimento de Sistemas;Tecnologia;Informação e Comunicação;Informática;2;20;58;1262;255;84;318,75
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Ciências Biológicas;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;36;54;372;227;78;249,70000000000002
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Construção de Edifícios;Tecnologia;Infraestrutura;Civil;1;22;1;;112;;134,4
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Eletrônica Industrial;Tecnologia;Controle e Processos Industriais;Elétrica;1;;42;42;129;80;158,67
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Engenharia Civil;Bacharelado;Infraestrutura;Civil;1;;49;635;173;88;197,21999999999997
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Engenharia de Controle e Automação;Bacharelado;Controle e Processos Industriais;Automação;1;7;64;64;252;80;299,88
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Engenharia Mecânica;Bacharelado;Controle e Processos Industriais;Mecânica;2;39;49;1819;287;84;332,91999999999996
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Espanhol Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;18;;;22;;5,5
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Especialização - Ambiente e Saúde;Especialização (Lato Sensu);Ambiente e Saúde;Ambiente e Saúde;2;;55;85;55;60;55
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;9;23;552;881;830;571;830
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Especialização - Gestão e Negócios;Especialização (Lato Sensu);Gestão e Negócios;Gestão e Negócios;3;30;111;111;274;115;274
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Especialização - Informação e Comunicação;Especialização (Lato Sensu);Informação e Comunicação;Informação e Comunicação;3;3;143;143;152;143;152
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Especialização - Produção Cultural e Design;Especialização (Lato Sensu);Produção Cultural e Design;Produção Cultural e Design;1;1;86;86;87;86;87
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Especialização - Segurança;Especialização (Lato Sensu);Segurança;Segurança;1;1;;;1;;1
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;23;118;1822;323;144;355,3
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Inglês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;24;;;33;;8,25
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Intercultural Indígena;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;23;;;37;;39,96
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Logística;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;21;43;43;91;80;100,10000000000001
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Matemática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;39;47;201;195;84;210,60000000000002
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Mecatrônica Industrial;Tecnologia;Controle e Processos Industriais;Automação;1;2;50;50;247;80;303,81
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Medicina Veterinária;Bacharelado;Recursos Naturais;Pecuária;1;;43;567;163;5060;197,23
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Mestrado Profissional - Desenvolvimento Educacional e Social;Mestrado Profissional;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;25;56;281;123;69;123
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Operador de Computador;Qualificação Profissional (FIC);Informação e Comunicação;Informática;3;103;115;119;115;192;8,625
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Pedagogia;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;;151;2637;151;151;151
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Processos Químicos;Tecnologia;Produção Industrial;Química;2;43;42;142;205;42;252,15
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Produção Publicitária;Tecnologia;Produção Cultural e Design;Comunicação;2;73;45;256;241;43;265,1
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Programa Especial de Formação Pedagógica de Docentes;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;;;90;;90
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Química;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;25;57;183;221;89;243,10000000000002
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Sistemas de Telecomunicações;Tecnologia;Informação e Comunicação;Telecomunicações;1;13;42;42;213;80;266,25
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Sistemas Eletrônicos;Tecnologia;Controle e Processos Industriais;Elétrica;1;2;;;24;;29,52
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Administração;Técnico;Gestão e Negócios;Gestão e Negócios;28;819;1032;2874;3119;1028;3430,9
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Agente Comunitário de Saúde;Técnico;Ambiente e Saúde;Saúde;8;192;43;41;419;41;423,19
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Agricultura;Técnico;Recursos Naturais;Agrícola;1;;36;93;36;36;43,199999999999996
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Agroecologia;Técnico;Recursos Naturais;Agrícola;1;20;39;201;135;40;162
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Agronegócio;Técnico;Recursos Naturais;Agrícola;1;40;40;40;119;40;130,9
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Agropecuária;Técnico;Recursos Naturais;Agrícola;16;235;483;1284;2323;4578;2787,6
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Alimentação Escolar;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;72;;;198;;217,8
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Automação Industrial;Técnico;Controle e Processos Industriais;Automação;1;23;38;36;107;40;135,89000000000001
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Comércio;Técnico;Gestão e Negócios;Gestão e Negócios;2;;;;247;;249,47
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Contabilidade;Técnico;Gestão e Negócios;Gestão e Negócios;2;4;;;9;;9
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Edificações;Técnico;Infraestrutura;Civil;7;303;182;1683;822;178;1068,6000000000001
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;113;102;102;345;112;438,15000000000003
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;5;265;253;1983;864;368;1097,28
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Enfermagem;Técnico;Ambiente e Saúde;Saúde;1;16;;;60;;78
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Eventos;Técnico;Turismo, Hospitalidade e Lazer;Eventos;5;59;;;127;;139,70000000000002
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Florestas;Técnico;Recursos Naturais;Agrícola;6;26;66;280;227;1455;272,4
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Hospedagem;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;2;2;;;3;;3,18
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Informática;Técnico;Informação e Comunicação;Informática;27;655;934;6895;3231;924;4038,75
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;3;13;117;566;189;118;236,25
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Infraestrutura Escolar;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;2;;;127;;133,35
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;2;7;42;42;112;42;114,24000000000001
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Manutenção e Suporte em Informática;Técnico;Informação e Comunicação;Informática;9;56;198;741;487;202;608,75
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;7;266;201;2404;791;197;1004,57
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Mecatrônica;Técnico;Controle e Processos Industriais;Automação;1;93;91;91;255;91;323,85
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Meio Ambiente;Técnico;Ambiente e Saúde;Meio Ambiente;13;389;236;1417;1330;241;1436,4
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Multimeios Didáticos;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;22;;;274;;287,7
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Paisagismo;Técnico;Produção Cultural e Design;Conservação;1;22;83;376;239;83;274,84999999999997
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Química;Técnico;Produção Industrial;Química;3;143;140;2039;456;145;579,12
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Recursos Pesqueiros;Técnico;Recursos Naturais;Pesca;16;114;320;601;1347;362;1616,3999999999999
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Redes de Computadores;Técnico;Informação e Comunicação;Informática;8;55;1;;315;;393,75
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Secretaria Escolar;Técnico;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;5;166;42;42;660;42;660
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Secretariado;Técnico;Gestão e Negócios;Gestão e Negócios;6;72;237;1388;553;248;553
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;3;165;43;2066;371;41;411,81000000000006
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Serviços Públicos;Técnico;Gestão e Negócios;Gestão e Negócios;4;53;;;171;;171
2017;AM;Institutos Federais, Cefet's e Colégio Pedro II;IFAM;Instituto Federal do Amazonas;Técnico em Vendas;Técnico;Gestão e Negócios;Gestão e Negócios;2;18;39;71;66;40;66
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Agente Cultural;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;1;19;19;19;19;19;0,47500000000000003
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Agente de Desenvolvimento Socioambiental;Qualificação Profissional (FIC);Ambiente e Saúde;Meio Ambiente;1;59;77;77;77;77;3,85
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Alimentos;Tecnologia;Produção Alimentícia;Alimentos;2;;51;3007;96;51;115,19999999999999
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Ciências Biológicas;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;;41;41;116;41;127,60000000000001
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Construção de Edifícios;Tecnologia;Infraestrutura;Civil;1;6;44;1881;176;44;211,2
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Espanhol Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;60;107;110;107;113;8,45
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;3;;;;451;;451
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;49;1363;49;49;53,900000000000006
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Francês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;28;37;62;135;60;20,525000000000002
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Gestão Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;2;;33;33;110;40;121,00000000000001
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Gestão de Recursos Humanos;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;;43;900;43;43;45,15
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Informática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;36;52;3316;340;50;367,20000000000005
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Inglês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;76;118;118;118;118;16,4
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Língua Brasileira de Sinais (Libras) ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;70;76;95;76;96;4,9750000000000005
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Língua Brasileira de Sinais (Libras) ­ Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;27;27;27;27;30;2,7
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Matemática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;;54;1457;86;54;92,88000000000001
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Músico de Orquestra;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;1;18;18;18;18;24;3,6
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Qualificação Profissional - Ambiente e Saúde;Qualificação Profissional (FIC);Ambiente e Saúde;Ambiente e Saúde;5;106;138;142;284;150;33,212500000000006
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Qualificação Profissional - Controle e Processos Industriais;Qualificação Profissional (FIC);Controle e Processos Industriais;Controle e Processos Industriais;1;36;36;36;36;40;1,8
2017;AP;Institutos Federais, Cefet's e Colégio Pedro II;IFAP;Instituto Federal do Amapá;Qualificação Profissional - Desenvolvimento Educacional e Social;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;10;656;633;751;673;821;37,425
